lat,lon,name,capacity,region_id,station_id
34.392094,132.497985,089.セブン-イレブン広島矢賀新町4丁目店,10,1,3287
36.557199,136.647826,23.にし茶屋街,9,1,89023
35.623459,139.687128,J1-26.田向公園,8,12,10887
35.637089,139.740401,C4-16.THE LINKPILLAR 1 NORTH,15,3,4128
34.445319,135.453809,和泉市久保惣美術館横,9,1,3524
34.71449,135.50612,A-90.エステムコート梅田・天神橋2グラシオ2,4,2,4358
36.40465,138.25367,U-06.北国街道柳町南,1,1,808
35.705018,139.706841,D5-05.中央図書館,13,5,10292
35.46042,133.053501,M07.岸公園,4,2,5369
35.631289,139.711002,J1-69.東和ビルⅡ,2,12,5309
43.070041,141.349814,31.札幌駅北口広場北西角,13,1,86031
35.658351,139.818229,H1-14.ホテルリブマックス東京潮見駅前,8,4,10724
36.403216,138.247279,U-03.上田市観光会館,7,1,807
35.716499,139.694684,D7-15.ルーブル高田馬場弐番館,3,5,4666
35.655113,139.625904,L1-36.フレール西経堂,16,17,4071
34.67005,135.46957,O-22.エステムコート難波WEST-SIDE7グローブ,6,2,3974
35.193097,136.965794,767.名鉄協商パーキング小六町,2,1,5867
38.25486,140.87593,184.プライムアーバン仙台北目町,14,1,5554
35.150492,136.946469,651.川名本町6丁目駐車場,3,1,4790
34.602071,135.574196,U-10.そよら長原駅前,9,2,4212
35.646801,139.751208,C5-04.みなとパーク芝浦,12,3,10086
35.634,139.739389,C4-17.THE LINKPILLAR 1 SOUTH,13,3,4127
35.617172,139.795161,H1-245.東京港フェリーターミナル,17,4,4202
24.369432,124.115027,I-08.フサキビーチリゾート ホテル&ヴィラズ,10,1,5887
35.69062,139.84143,H1-241.LUMEED大島,3,4,4203
34.6848,135.8452,47.ザ・ヒルトップテラス奈良,11,1,4214
35.652478,139.734314,C2-34.仙台坂下,4,3,4072
31.914764,131.384989,大塚台公園ポート,5,1,4467
35.130361,136.897346,634.リバーストーム白鳥,6,1,5314
35.686037,139.764472,A4-06.大手町ファーストスクエア,34,1,10148
36.575955,136.660963,28.小橋・おたふく,8,1,89028
34.346693,134.054384,042.GRANLAB高松丸の内(駐車場),8,1,4681
38.276426,140.883325,164.清浄光院,7,1,4641
36.478469,138.145079,C-01.千曲市総合観光会館,11,2,817
34.822844,134.670994,59.手柄山平和公園駅南,16,1,5550
34.38617,132.41739,178.ドコモショップ西広島店,14,1,4256
35.176779,136.905558,723.名鉄協商パーキング丸の内3丁目第3,3,1,5458
35.652644,139.802092,H1-292.アイ・キャナルメイツ豊洲,6,4,5873
35.138728,136.888923,649.コインランドリーしゃぼん幡野店,2,1,4789
34.630182,135.505315,Q-21.コーシャハイツ相生,10,1,4369
34.38091,132.40906,216.ローソン広島草津東一丁目店,5,1,5901
36.555379,136.671146,21.石引広見・大学病院前,25,1,89021
35.679029,139.793535,H1-131.セブン-イレブン 江東佐賀2丁目店,19,4,10904
34.637452,135.416363,T-14.グランドプリンスホテル大阪ベイ,4,2,4074
34.682817,135.482167,D-43.サムティ中之島WEST,3,2,5651
34.680726,135.846464,03.春日大社駐輪場,1,1,75004
35.632303,139.742393,C5-06.品川シーズンテラス,53,3,10135
35.706005,139.763401,E5-36.ルフォンプログレ本郷三丁目,1,6,5188
38.277912,140.884638,163.仙岳院,12,1,4640
34.850023,134.705414,45.野里861-1,16,1,4352
34.72702,135.49063,K-30.エステムコート新大阪13ニスタ,5,2,3976
34.682329,135.460544,J-28.梅香1-2-12,10,1,4330
34.343899,134.039248,043.ファロス第一ビル(番町),5,1,4682
34.391783,132.451057,055.広島国際会議場,7,1,3254
34.677562,135.493011,D-38.セブン‐イレブン大阪新町２丁目店,3,2,3975
35.702299,139.768342,A3-08.神田明神（神田神社）,14,1,10020
34.47202,135.39435,岸和田市立まなび中央公園,2,2,4422
35.712952,139.701356,D3-08.ホテルリブマックス高田馬場駅前,8,5,10726
35.70328,139.62981,O4-01.阿佐ヶ谷南公園,3,14,498
35.645838,139.647799,L1-03.世田谷城阯公園,6,17,1665
43.058079,141.349609,04.愛生舘ビル,11,1,86005
34.38745,132.49313,172.スパイラップガーデン大州(北側),3,1,4092
36.560594,136.656572,70.金沢市役所,42,1,779
38.26791,140.88619,194.プラザドゥリブレ,7,1,5711
35.186117,136.936664,267.ファミリーマート名古屋東大曽根店,0,1,1340
38.25157,140.8786,195.プラウド五橋,6,1,5712
34.703757,135.514546,A-85.同心2丁目12番16,6,1,3958
34.436093,135.450036,ホテルルートイン大阪和泉,9,1,3528
34.47871,135.43192,和泉市立総合医療センター,0,1,4421
31.90887,131.428217,The Rockポート,4,1,4668
31.930468,131.392646,小松台公園ポート,5,1,4466
34.61683,135.500965,S-13.MA House,7,2,4197
43.064134,141.362744,02.サッポロファクトリー,4,1,86003
35.053169,133.9995,011.まなびの鉄道館,5,1,5467
43.056037,141.341515,18.石山通プリンスホテル前,33,1,86019
35.6931,139.80472,G6-05.aLATO錦糸町south,2,15,4609
35.593887,139.741204,I1-21.大井競馬場(正門前),39,10,10524
34.3907,132.46478,215.グランドサウナ広島,7,1,5820
34.668609,133.920803,M092.サン・ピーチOKAYAMA,4,1,6065
35.147456,136.905999,590.ダイアパレス金山フォレストフロント,7,1,4527
36.563054,136.650498,13.長町,12,1,89013
38.26489,140.87451,177.ハーネル仙台,4,1,5372
34.719873,135.567913,Z-05.サンクレイドル鶴見緑地公園,7,1,5375
35.183739,136.882957,642.美容室リアン駐車場,3,1,4739
35.17188,137.013811,802.ローソン名東社が丘店,3,1,6028
35.629697,139.742167,C5-01.こうなん星の公園,54,3,10078
43.071815,141.359523,48.サツドラ本社前,29,1,86050
36.570722,136.656975,04.近江町市場,16,1,89004
35.624966,139.746657,C5-03.港南公園C,33,3,10085
35.630018,139.745663,C5-60.品川東急ビル,3,3,4247
34.669416,135.438449,J-25.リバーガーデンシティさくらの丘アリス団地,5,2,4075
34.833954,134.696044,47.播磨国総社　射楯兵主神社,11,1,4354
35.201711,136.980743,643.名鉄協商パーキング小幡南3丁目,7,1,4741
35.62822,139.741135,C5-35.品川駅港南口,3,3,10970
43.060639,141.344111,52.UR札幌北一条前,10,1,438
34.856062,134.711086,58.野里駅,14,1,5313
34.39677,132.4293,179.セブン-イレブン広島己斐本町店,4,1,4316
36.557778,136.659363,20.ローソン本多町三丁目,0,1,89020
35.647049,139.714783,M3-26.VORT恵比寿Ⅲ,3,8,3984
35.126232,136.911445,589.あつたnagAya,3,1,4440
35.622294,139.751644,I1-08.天王洲アイル第一水辺広場,52,10,10421
34.350249,134.047486,032.高松駅前広場（親切な青鬼くん前）,5,1,4208
35.656449,139.771302,B4-08.東京ミッドベイ勝どき（西仲通り）,17,2,10163
34.39072,132.47363,214.西岡ビル,2,1,5817
36.58068,136.61581,103.イオンタウン金沢示野,11,1,4217
35.650992,139.773789,B4-43.HARUMI FLAG SUN VILLAGE,7,2,4763
34.682648,135.180966,48.神戸中央郵便局,8,1,5573
35.142444,136.898113,641.名鉄協商パーキング金山西第10,5,1,4742
35.6915,139.7621,A2-04.ちよだプラットフォームスクウェア,9,1,10011
35.619774,139.675895,J1-67.柿の木坂アベニュー,5,12,5206
35.622954,139.750593,I1-35.シーフォートスクエア,21,10,10615
26.211776,127.675109,T-18.旭橋駅①（国道58号）,17,1,4132
35.589794,139.666955,K1-100.多摩川台公園,0,7,199
35.06961,134.00335,008.市役所北西,3,1,3121
34.426265,135.49624,和泉市北田中町１２２付近,0,1,3904
33.24423,131.59017,124.ローソン大分王子町店,1,1,4434
34.70866,135.50277,A-88.エステムプラザ梅田・中崎町3ツインマークスSR,10,2,4356
34.67856,135.47991,D-40.エステムコート阿波座プレミアム,2,2,4355
35.444384,139.637486,203.BASEGATE 横浜関内,3,4,5552
34.3919,132.46683,203.クインテッサホテル広島銀山町,24,1,5310
35.168032,136.933715,635.シャンテちくさ,3,1,4760
31.915267,131.426445,HAROW広島通ポート,10,1,5713
35.668224,139.732821,C3-39.赤坂レジデンシャルホテル,11,3,4430
35.12554,136.873369,770.昭和橋,3,1,5719
35.137054,136.858768,615.荒子観音寺 東門,3,1,4538
35.664741,139.750969,C1-90.BIZCORE西新橋,10,3,3986
35.71638,139.7053,D7-18.メイクスデザイン高田馬場,3,5,5411
34.731306,135.496446,K-34.オクトレーベン新大阪,5,2,5034
34.61842,135.558161,U-11.HTP 平野南１丁目,4,2,5888
35.640017,139.748939,C5-58.VORT芝浦WaterFront,2,3,3985
38.26233,140.8897,178.IS二十人町,6,1,5373
35.131433,136.945757,803.ローソン陽明小学校前店,3,1,6029
34.703652,135.221855,44.ローソン岩屋中町二丁目店,3,1,5332
34.46585,135.44922,いしたちはら公園,10,1,4423
35.646857,139.808912,H1-38.辰巳駅西口自転車駐車場,87,4,10206
34.65426,135.466374,P-24.ローソン泉尾七丁目店,7,2,4813
35.665628,139.750766,C1-92.エステムプラザ愛宕虎ノ門レジデンス,3,3,4979
35.72458,139.82043,G2-16.レガスタ東向島,5,15,4249
35.155923,136.892945,593.コーポ松重,4,1,4381
34.683881,133.919646,M089.ファミリーマート岡大前店,9,1,6062
34.377844,132.478722,037.セブン-イレブン広島出汐4丁目店,10,1,3291
35.594302,139.733533,I1-134.セントパレス南大井,4,10,4442
34.67638,135.51772,B-100.Metrosa谷町六丁目South,3,2,5035
35.704901,138.73434,01.塩山駅,50,1,8000
38.249878,140.884273,175.メルヴェーユ東八番丁,1,1,5057
34.676759,135.514634,B-98.アーバンステージ安堂寺1,2,2,4446
35.696711,139.776471,A3-49.プルータスビル1,4,1,3987
34.668054,135.495506,E-72.湊町リバープレイス1,9,2,5720
35.708265,139.751983,E1-06.文京シビックセンター,11,6,10232
34.506547,135.44689,和泉市北部　リージョンセンター,10,1,3527
34.45351,135.38944,ときわ公園,9,1,4424
35.16578,136.939172,591.メイクスWアート今池Ⅲ,3,1,4382
43.068988,141.316763,76.環状通北9条中大ビル前,13,1,5547
34.413948,135.491027,櫻泉會舘,10,1,3695
35.431151,139.628804,184.八幡町防災広場,28,4,4190
35.672199,139.803232,H1-242.木場MAビル,10,4,4176
35.189305,137.022979,614.カターラサンミ,4,1,4539
34.67955,135.50355,B-94.エステムコート心斎橋central,4,2,3977
35.167543,136.992484,783.コスモナーレ一社,6,1,5922
26.200893,127.674985,T-22.奥武山公園駅,12,1,4137
31.57755,130.5489,K1-20.サンエールかごしま,8,1,1551
36.55598,136.68486,104.浅野川すずかけ公園,0,1,4334
35.203654,136.983022,605.第二野村ビル,5,1,4457
34.50365,135.43821,Cafe FLAT,10,1,3993
34.66017,135.49807,E-61.エステムコート難波ミューステージ,3,2,4359
34.681681,135.434267,J-04.上方温泉一休,10,2,7913
36.069416,136.212244,【臨時】西公園,3,1,4449
35.72653,139.80019,F3-12.レピュア南千住レジデンス,4,18,4251
35.713526,139.70115,D3-21.高田馬場,13,5,4252
43.061863,141.332229,63.NX商事知事公館前ビル前,14,1,2731
35.611985,139.726749,I1-132.そよかぜ公園,4,10,4398
34.346741,134.053844,025.GRANLAB 高松丸の内,6,1,4079
34.336319,134.051566,026.NTT西日本香川支社 スロープ下,2,1,4080
31.91644,131.4256,宮崎中央郵便局ポート,10,1,3830
35.752217,139.571095,T2-28.ファミリーマート 南大泉六丁目店,9,9,10522
35.196793,136.914076,784.メゾンエルブロック,11,1,5921
34.653734,135.492829,E-17.コーナンJR今宮駅前店,6,2,7920
35.17295,136.893143,314.ジャストインプレミアム名古屋駅,5,1,1728
34.594228,135.503263,S-12.JR杉本町駅,12,1,4148
33.23542,131.60768,02.トヨタカローラ大分 祝祭の広場,26,1,85002
34.685236,135.547165,L-33.オルフェア緑橋,8,2,5997
34.416,132.45905,198.ユアーズ 楠木店,20,1,5055
26.206209,127.652196,T-28.那覇空港(駅下),4,1,5534
35.637115,139.749079,C5-66.ブランズ芝浦,6,3,5889
34.673135,133.926464,M087.ファミリーマート岡山番町店,4,1,6048
34.66836,135.46982,O-24.エステムコート難波WEST-SIDE5アジュール,10,2,4323
35.608768,139.737264,I1-135.南品川６丁目,5,10,4443
26.210999,127.675566,T-19.旭橋駅②（久茂地川）,17,1,4133
35.183084,137.038907,569.長久手市文化の家 楽屋口駐輪場,4,1,4049
35.643239,139.709329,M3-27.VORT恵比寿Dual's,5,8,4178
35.181544,137.038988,571.桧ケ根公園 西側入口(長久手市中央図書館 入口)前,6,1,4051
26.193401,127.694835,T-26.真玉橋（南）,14,1,4143
43.071112,141.331188,26.桑園ウエストプラザ,29,1,86026
35.174471,136.920728,751.第一富士ビル,8,1,5545
35.762395,139.641522,T2-52.田柄中央児童公園,5,9,1129
35.145951,136.897487,611.メイフィス金山西ビル,3,1,4759
35.667382,139.772609,B3-27.リパーク築地3丁目第2,23,2,4586
35.184048,137.048139,568.長久手市役所 西庁舎入口前,3,1,4048
35.707853,139.751518,E1-04.礫川公園,37,6,10230
34.44534,135.57234,河内長野市民総合体育館,10,1,4240
34.67691,135.50686,B-95.エステムコート心斎橋アルテール,3,2,4324
35.66992,139.66139,L1-48.ARKMARK代田橋,5,17,5418
35.760623,139.586922,T2-101.大泉図書館,8,9,4180
35.137696,136.963403,575.八事駅前,6,1,4052
36.35318,138.16195,U-17.別所温泉駅,4,1,815
35.167769,137.033855,570.長久手市杁ケ池体育館 入口前,6,1,4050
34.705731,135.537609,L-22.野江3丁目12-2,5,1,4239
36.577124,136.652214,78.此花町緑地,6,1,4099
35.719421,139.725584,E2-05.護国寺駅西自転車駐車場,23,6,10238
38.248804,140.874989,166.松源寺,8,1,4648
35.743494,139.574758,T2-102.南大泉図書館,3,9,4179
26.196591,127.666739,T-23.小禄駅,7,1,4138
36.579723,136.649338,77.金沢駅（金沢フォーラス横）,24,1,4098
35.173852,136.989211,595.平和が丘アクシオン,3,1,4383
35.629912,139.671038,J1-70.東が丘 - 駒沢,32,12,5343
34.45553,135.56912,apollostation 河内長野 SS,10,1,4241
35.65084,139.756532,C5-61.ブルーフロント芝浦タワーS,15,3,4224
26.17742,127.681682,T-17.豊見城市役所（豊見城中学校前）,11,1,4030
35.694623,139.77433,A3-53.リパーク神田東松下町第２,28,1,4792
34.65459,135.50686,E-60.エステムコート難波サウスプレイス7リアン,5,2,4325
35.611878,139.747725,I1-34.NTT品川ビル,1,10,10595
31.59548,130.564225,K1-31.かごしま水族館,14,1,4135
34.36671,132.4456,168.スパーク光南店,5,1,4055
35.657602,139.634448,L1-47.経堂赤堤通り団地,6,17,5306
35.702182,139.674851,N3-23.パークサイドレジデンス,3,13,4628
35.702304,139.768581,A3-52.ISM御茶ノ水,2,1,4793
34.36567,132.46186,169.スパーク御幸の杜店,12,1,4056
35.623215,139.668472,J1-27.衾町公園,7,12,10888
35.691456,139.762228,A2-31.ちよだプラットフォームスクウェア（道路側）,8,1,5045
34.43609,135.55127,道の駅 奥河内くろまろの郷,10,1,4243
36.564989,136.646554,83.長町二丁目緑地,1,1,4104
35.737901,139.611311,T2-103.南田中図書館,3,9,4184
35.140994,136.90227,596.名鉄協商パーキング金山駅南第2,2,1,4384
35.622371,139.737457,I1-40.御殿山トラストタワー,52,10,10640
35.669326,139.798812,H1-217.株式会社前川製作所（東側）,8,4,3084
34.709096,135.490989,A-76.ドルチェヴィータ新梅田,2,2,3133
33.22864,131.60974,138.金池マンションA棟,1,1,6042
35.673192,139.727977,C3-42.AB赤坂ビル,13,3,4791
38.247576,140.894781,162.成田町 箱石神社前,4,1,4616
34.36621,132.4313,167.スパーク江波店,6,1,4054
26.185636,127.674672,T-15.海軍壕公園,10,1,3996
35.166822,136.897365,233.名鉄協商パーキング伏見通御園,5,1,1165
35.72855,139.80055,F3-10.レオーネ南千住,8,18,4226
38.245233,140.889875,155.畳屋丁カフェ前,15,1,4151
35.165932,136.885827,006. 名鉄協商  コンピュータービル,6,1,87006
36.582273,136.667759,109.神宮寺Hikariラボ,5,1,4652
33.23091,131.63504,110.久光大分前,8,1,2975
34.343741,134.054724,030.テックパーキング今新町第1,4,1,4084
35.664479,139.743731,C1-34.城山ガーデン,17,3,10313
36.06019,136.21784,14.ヨリバ,4,1,2704
35.612979,139.647472,L1-40.ARKMARK等々力,8,17,4693
34.660435,135.522647,F-27.コーシャハイツ北山,3,2,4373
34.397237,132.428008,030.西広島駅南駐輪場,15,1,3230
26.176053,127.640216,T-11.瀬長島ウミカジテラス前,10,1,3994
35.611721,139.727126,I1-154.ロアール西品川,29,10,5422
36.562908,136.652382,80.香林坊にぎわい広場,11,1,4101
35.72355,139.83254,G4-26.MAXIV八広,8,15,4225
34.347086,134.057536,029.エコパーク城東町1丁目第1,6,1,4083
26.206014,127.678104,T-21.壷川駅,9,1,4136
35.715556,139.721988,E2-03.目白台運動公園,41,6,10236
35.204904,136.984268,592.メゾン喜多山,3,1,4350
34.3985,132.4782,019.グランアークテラス,10,1,3218
35.666784,139.692015,M5-24.AXAS代々木公園,5,8,5423
35.759774,139.6647,T3-39.平和台図書館,3,9,4182
34.340413,134.053475,038.アパホテル高松瓦町,2,1,4599
34.39384,132.44259,180.セブン-イレブン広島観音町店,11,1,4368
26.187093,127.681816,T-12.空手会館前駐車場（豊見城城址跡）,11,1,3995
36.589703,136.622722,85.藤江北中央公園,4,1,4105
35.653613,139.7937,H1-243.豊洲公園,10,4,4181
34.49798,135.40725,apollostation セルフ泉大津中央SS,11,1,3526
35.645682,139.748768,C5-33.msb Tamachi,35,3,10884
34.716707,135.541006,W-08.旭スポーツセンター,4,1,4899
35.176571,136.930097,636.エルザセンティア筒井,3,1,4761
34.828225,134.702335,60.ファミリーマート神屋町南店,0,1,6067
35.139376,136.961028,618.八事山興正寺駐車場,6,1,4619
34.841053,134.669345,46.ゆめタウン姫路,9,1,4353
31.804396,131.45974,M’s BASERESORTポート,0,1,4152
34.697818,135.519273,A-53.天満合同宿舎,6,2,1766
36.03898,136.217758,【臨時】越前花堂駅,4,1,4058
34.45443,135.56085,キックス（河内長野市立市民交流センター）,10,1,4244
35.404641,139.549706,【T-024】横浜市立大学舞岡キャンパス,5,3,3905
35.162895,136.879672,585.メイクス名駅太閤,3,1,4259
35.585269,139.726279,K1-06.大森駅入新井自転車駐車場,1,7,10290
34.990339,135.762865,KT448-NTT西日本 七条別館,9,1,4342
34.707603,135.546517,L-27.コーナン関目店,6,2,4770
35.198052,136.895843,578.城北町2丁目,0,1,4066
36.04521,136.22709,【臨時】福井南郵便局,2,1,4057
35.729153,139.741368,【一時休止】E4-15.千石4丁目,5,6,10734
36.594324,136.620681,86.石川県工業試験場,4,1,4106
34.38842,132.45257,219.中電病院,9,1,6041
35.682288,139.80473,H1-244.白河3丁目,16,4,4364
34.36188,132.46363,193.御幸ビル,9,1,4958
35.009031,135.744718,KT566-西ノ京勧学院町,7,1,5834
34.206618,139.133972,神津島,3,1,5444
34.66207,135.50394,E-57.エステムコート難波センチュリオ,10,2,3979
35.204118,136.983531,601.グランドハイツ喜多山,3,1,4482
34.350424,134.048427,035.日本生命高松駅前ビル,5,1,4403
34.681979,135.538572,L-24.コーシャハイツ森之宮,8,2,4374
35.682249,139.799937,H1-246.白河1丁目　大和物産　非常階段下,2,4,4363
34.840114,134.703297,43.寺田内科・呼吸器科,6,1,4142
43.064626,141.351159,59.駅前通miredo前,44,1,1516
34.834625,134.68279,42.姫路船場別院 本徳寺北,12,1,4140
31.817139,131.442557,MIYAZAKI BEACH CLUBポート,6,1,4404
37.92368,139.06211,15.ピアBandai,13,1,949
35.72677,139.79676,F3-11.レピュア三ノ輪レジデンス,6,18,4250
36.048293,136.216147,【臨時】赤十字前駅,3,1,4059
34.675108,135.41119,J-27.大阪北港マリーナHULL2,10,2,4329
26.192853,127.660881,T-25.赤嶺駅②（南口）,8,1,4141
34.440725,135.459631,はつが野2号公園,12,1,4650
34.617618,135.514011,Q-05.ローソン西田辺町二丁目店,5,2,6069
35.168452,136.884807,020.名鉄名古屋駅(4)(5),26,1,87017
35.18172,136.872838,581.栄生駅南ステーション,13,1,4260
35.205899,136.974164,640.中日新聞やまだ新聞店,3,1,4831
36.561533,136.630635,87.神田交通公園,20,1,4107
35.698045,139.642778,O4-10.OHREM新高円寺,15,14,4629
34.689592,135.460123,J-30.コーシャハイツ高見38,4,2,4376
34.679107,135.525148,B-96.コーシャハイツ法円坂,7,2,4375
35.134076,136.945391,621.名鉄協商パーキング田辺通,4,1,4620
34.383216,132.430703,109.ピュア―クック観音店,12,1,3309
34.4683,135.39891,apollostation 第二阪和岸和田 SS,9,2,4215
34.49957,135.43267,JR 信太山駅,10,1,4365
34.81744,134.681951,61.ファミリーマート姫路手柄店,3,1,6068
35.658011,139.727484,C2-35.VORT元麻布,3,3,4694
26.154707,127.665124,T-13.あおぞら広場,3,1,3997
34.678041,135.546121,H-29.ことり製作,7,1,5946
35.187291,136.913312,030.SAKUMACHI商店街（清水駅）,8,1,87026
34.41369,132.45836,166.セブンイレブン 広島楠木３丁目店,5,1,3972
36.064336,136.219117,04.中央公園（福井市役所）,8,1,1415
35.545697,139.709212,K1-208.アーバンネスト東京・仲六郷,5,7,4659
34.599196,135.492144,S-09.ローソン遠里小野店,10,2,6070
34.686201,135.513223,B-99.ローソン大手通二丁目店,1,2,4701
35.158668,136.906149,563.三十三銀行 上前津支店,1,1,3980
34.698832,135.508058,A-47.SNビル,8,2,1507
35.617808,139.780488,H1-263.テレコムセンタービル,3,4,4935
43.065719,141.338146,27.札幌総合法律事務所,15,1,86027
35.169119,136.926382,085.名鉄協商パーキング広小路車道第2,0,1,311
34.462388,135.370795,きしわだ自然資料館,3,2,4419
36.559129,136.65252,107.ホテルマイステイズ金沢片町,6,1,4484
34.39308,132.46463,184.広島三越,0,1,4480
34.65168,133.90252,M082.クラップス本社玄関横,5,1,5947
26.157109,127.651707,T-16.イーアス沖縄豊崎,8,1,3999
34.831953,134.705235,54.F acesia fougere,10,1,5046
35.191995,136.889486,588.名鉄協商パーキング浄心駅西第2,8,1,4320
34.806741,134.681954,55.飾磨区中野田2丁目161,13,1,5047
35.174316,136.902461,559.MLJ丸の内ビル,8,1,3981
35.194666,136.970578,562.ガーデンビル城下,3,1,3989
34.37305,132.4748,183.西旭町パーキング,9,1,4451
35.668419,139.724676,C3-24.SHARE GREEN 南青山 西エントランス,0,3,10610
34.45206,135.43033,山直市民センター,11,2,4174
36.586889,136.648988,91.北安江・安江住吉神社横,10,1,4111
34.652379,135.476338,P-25.ビーナスホーム千島園,7,1,4818
34.42963,135.43005,ゆめみヶ丘（岸和田市丘陵土地区画整理組合）,1,2,4173
34.3941,132.46448,185.タイムズ三越前パーキング,29,1,4481
38.225835,140.88361,157.LUNA長町駅前,8,1,4347
34.705916,135.50253,A-93.末廣荘,5,2,4591
43.056277,141.315967,07.富士メガネ円山店,23,1,86008
33.121807,139.815622,03.シーダイブ,16,1,3042
43.049724,141.354916,45.駅前通南9条,30,1,86046
34.69482,135.565592,M-10.川端ハイツ,13,2,4744
34.38714,132.4926,173.スパイラップガーデン大州(南側),4,1,4093
36.58215,136.646575,92.広岡・スコール金沢,17,1,4112
34.814954,134.684148,44.ドコモショップ姫路市役所前店,6,1,4144
34.626904,135.529702,R-40.ローソン東住吉田辺六丁目店,2,2,6072
35.619432,139.705854,I1-162.グランヴァン武蔵小山,25,10,5876
